startDate,endDate,status,ipAddress,progress,duration,finished,recordedDate,_recordId,recipientLastName,recipientFirstName,recipientEmail,externalDataReference,locationLatitude,locationLongitude,distributionChannel,userLanguage,QID2257_BROWSER,QID2257_VERSION,QID2257_OS,QID2257_RESOLUTION,QID499,QID2264,QID2265,QID2261_FIRST_CLICK,QID2261_LAST_CLICK,QID2261_PAGE_SUBMIT,QID2261_CLICK_COUNT,QID2268_FIRST_CLICK,QID2268_LAST_CLICK,QID2268_PAGE_SUBMIT,QID2268_CLICK_COUNT,QID2266_FIRST_CLICK,QID2266_LAST_CLICK,QID2266_PAGE_SUBMIT,QID2266_CLICK_COUNT,QID2282_FIRST_CLICK,QID2282_LAST_CLICK,QID2282_PAGE_SUBMIT,QID2282_CLICK_COUNT,QID2346_FIRST_CLICK,QID2346_LAST_CLICK,QID2346_PAGE_SUBMIT,QID2346_CLICK_COUNT,QID2345_FIRST_CLICK,QID2345_LAST_CLICK,QID2345_PAGE_SUBMIT,QID2345_CLICK_COUNT,QID2344_FIRST_CLICK,QID2344_LAST_CLICK,QID2344_PAGE_SUBMIT,QID2344_CLICK_COUNT,QID2343_FIRST_CLICK,QID2343_LAST_CLICK,QID2343_PAGE_SUBMIT,QID2343_CLICK_COUNT,QID2342_FIRST_CLICK,QID2342_LAST_CLICK,QID2342_PAGE_SUBMIT,QID2342_CLICK_COUNT,QID2276_FIRST_CLICK,QID2276_LAST_CLICK,QID2276_PAGE_SUBMIT,QID2276_CLICK_COUNT,QID2290_FIRST_CLICK,QID2290_LAST_CLICK,QID2290_PAGE_SUBMIT,QID2290_CLICK_COUNT,QID2295_FIRST_CLICK,QID2295_LAST_CLICK,QID2295_PAGE_SUBMIT,QID2295_CLICK_COUNT,QID2301_FIRST_CLICK,QID2301_LAST_CLICK,QID2301_PAGE_SUBMIT,QID2301_CLICK_COUNT,QID2306_FIRST_CLICK,QID2306_LAST_CLICK,QID2306_PAGE_SUBMIT,QID2306_CLICK_COUNT,QID2311_FIRST_CLICK,QID2311_LAST_CLICK,QID2311_PAGE_SUBMIT,QID2311_CLICK_COUNT,QID2279_FIRST_CLICK,QID2279_LAST_CLICK,QID2279_PAGE_SUBMIT,QID2279_CLICK_COUNT,QID2292_FIRST_CLICK,QID2292_LAST_CLICK,QID2292_PAGE_SUBMIT,QID2292_CLICK_COUNT,QID2299_FIRST_CLICK,QID2299_LAST_CLICK,QID2299_PAGE_SUBMIT,QID2299_CLICK_COUNT,QID2303_FIRST_CLICK,QID2303_LAST_CLICK,QID2303_PAGE_SUBMIT,QID2303_CLICK_COUNT,QID2308_FIRST_CLICK,QID2308_LAST_CLICK,QID2308_PAGE_SUBMIT,QID2308_CLICK_COUNT,QID2313_FIRST_CLICK,QID2313_LAST_CLICK,QID2313_PAGE_SUBMIT,QID2313_CLICK_COUNT,QID2250,QID2358,QID25,QID25_1_TEXT,QID26,QID2262_distance,QID2269_distance,QID2267_distance,QID2271_distance,QID2273_distance,QID2277_distance,QID2291_distance,QID2296_distance,QID2302_distance,QID2307_distance,QID2312_distance,QID2317_distance,QID2322_distance,QID2327_distance,QID2334_distance,QID2280_distance,QID2293_distance,QID2300_distance,QID2304_distance,QID2309_distance,QID2314_distance,QID2320_distance,QID2324_distance,QID2329_distance,QID2336_distance,QID2283_distance,QID2289_distance,QID2294_distance,QID2305_distance,QID2310_distance,QID2315_distance,QID2318_distance,QID2325_distance,QID2330_distance,QID2337_distance,Create New Field or Choose From Dropdown...,QID2262_scrolls,QID2269_scrolls,QID2267_scrolls,QID2271_scrolls,QID2273_scrolls,QID2277_scrolls,QID2291_scrolls,QID2296_scrolls,QID2302_scrolls,QID2307_scrolls,QID2312_scrolls,QID2317_scrolls,QID2322_scrolls,QID2327_scrolls,QID2334_scrolls,QID2280_scrolls,QID2293_scrolls,QID2300_scrolls,QID2304_scrolls,QID2309_scrolls,QID2314_scrolls,QID2320_scrolls,QID2324_scrolls,QID2329_scrolls,QID2336_scrolls,QID2283_scrolls,QID2289_scrolls,QID2294_scrolls,QID2305_scrolls,QID2310_scrolls,QID2315_scrolls,QID2318_scrolls,QID2325_scrolls,QID2330_scrolls,QID2337_scrolls,mTurkCode,order,condition,QID25_1_TEXT_563208d5077340de8a4ab398Topics,QID25_1_TEXT_563208d5077340de8a4ab398ParTopics,FL_220_DO,FL_61_DO,FL_58_DO,FL_201_DO,FL_199_DO,FL_172_DO,FL_247_DO,FL_261_DO,FL_233_DO,FL_292_DO,FL_306_DO,FL_278_DO,FL_351_DO,FL_337_DO,FL_323_DO,FL_396_DO,FL_368_DO,FL_382_DO,FL_441_DO,FL_413_DO,FL_427_DO
12/2/20 1:02,12/2/20 1:22,IP Address,73.169.159.58,100,1165,TRUE,12/2/20 1:22,R_3kjJqTUv3XWu2Vv,,,,,47.69869995,-117.4396973,anonymous,EN,Safari iPhone,13.0.5,iPhone,375x667,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,30.201,0,14.546,28.63,68.756,8,4.193,4.193,15.29,1,26.454,26.454,31.379,1,27.559,47.324,54.568,2,0,0,4.523,0,7.579,8.479,15.554,2,0,0,23.784,0,0,0,35.676,0,37.742,241.864,292.687,5,0,0,26.47,0,0,0,7.636,0,0,0,155.467,0,3.962,3.962,12.048,1,0,0,78.992,0,0,0,17.517,0,0,0,13.531,0,0,0,3.731,0,19.598,19.598,21.257,1,0,0,49.117,0,0,0,6.268,0,No,Yes,No,,Yes,8687.998523,52282.962,721.2196721,,,234828.4253,17325.48675,6966.827608,80466.30458,3166.053858,12130.75548,,,,,12364.62579,139148.1781,29051.76359,31681.39231,127640.3916,5360.371773,,,,,9709.622341,76525.69285,3633.834681,9198.458533,72892.89105,53250.22051,,,,,,2,25,3,,,148,14,18,245,2,41,,,,,46,74,15,65,206,31,,,,,5,29,2,5,14,20,,,,,1769185,NRS,npm,,,FL_221,Practice2|Practice1|Practice3,FL_59,Normal5|Normal3|Normal4|Normal1|Normal2|Normal6,Rough5|Rough1|Rough2|Rough4|Rough6|Rough3,Smooth3|Smooth5|Smooth2|Smooth4|Smooth1|Smooth6,,,,,,,,,,,,,,,
13/2/20 2:37,13/2/20 2:52,IP Address,223.226.106.175,100,849,TRUE,13/2/20 2:52,R_3IaeGB8EMj5Rknh,,,,,12.97210693,77.59329224,anonymous,EN,Chrome,80.0.3987.99,Android 9,360x760,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,14.2,0,0,0,93.386,0,0,0,19.666,0,19.603,19.603,19.603,1,0,0,42.36,0,0,0,9.364,0,0,0,16.052,0,0,0,55.639,0,0,0,19.3,0,0,0,23.39,0,0,0,51.612,0,0,0,31.958,0,0,0,53.782,0,0,0,9.431,0,0,0,34.509,0,0,0,38.921,0,0,0,46.476,0,9.411,9.411,31.378,1,0,0,31.783,0,0,0,48.199,0,0,0,17.56,0,No,Yes,No,,Yes,811.0569422,70249.15891,3535.238227,,,4410.468475,6179.14177,84331.87522,10894.88284,1051.319484,6150.152527,,,,,3215.60007,68158.87215,5365.955264,3896.168526,65866.73429,1126.877675,,,,,1508.073853,3328.843164,175.384613,637.7770722,10464.06302,5077.866553,,,,,,3,37,7,,,13,29,17,25,3,18,,,,,10,14,8,10,16,4,,,,,5,17,1,3,19,4,,,,,5031807,NRS,npm,,,FL_221,Practice3|Practice1|Practice2,FL_59,Normal1|Normal3|Normal4|Normal2|Normal6|Normal5,Rough5|Rough4|Rough6|Rough3|Rough1|Rough2,Smooth1|Smooth3|Smooth2|Smooth4|Smooth6|Smooth5,,,,,,,,,,,,,,,
13/2/20 2:39,13/2/20 2:52,IP Address,42.109.146.238,100,791,TRUE,13/2/20 2:52,R_2S16f0m5GBvnzbP,,,,,12.98330688,77.58331299,anonymous,EN,Chrome,79.0.3945.136,Android 9,393x817,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,14.426,0,5.738,9.952,87.519,2,0,0,18.36,0,0,0,18.038,0,0,0,25.589,0,0,0,9.4,0,0,0,12.831,0,0,0,34.883,0,0,0,6.277,0,0,0,58.035,0,0,0,46.101,0,0,0,14.791,0,0,0,24.111,0,0,0,10.767,0,0,0,28.969,0,10.77,10.77,39.946,1,0,0,49.16,0,0,0,25.782,0,0,0,86.249,0,0,0,29.909,0,0,0,15.453,0,No,Yes,No,,Yes,1221.835409,77343.55982,1579.098928,,,27398.55339,3661.505028,143.0545746,1460.470584,0,4382.440309,,,,,3839.686021,54387.23881,682.9092178,140105.1747,1907.639937,1666.771688,,,,,1142.383213,4903.468697,0,195.0444308,4961.961082,0,,,,,,1,13,3,,,9,9,1,4,0,7,,,,,4,7,1,9,2,1,,,,,2,4,0,1,7,0,,,,,497668,SRN,npm,,,FL_225,Practice2|Practice3|Practice1,FL_59,,,,,,,,,,,,,Smooth6|Smooth1|Smooth4|Smooth2|Smooth5|Smooth3,Rough5|Rough1|Rough2|Rough3|Rough4|Rough6,Normal1|Normal4|Normal6|Normal3|Normal2|Normal5,,,
13/2/20 2:38,13/2/20 2:52,IP Address,47.31.186.251,100,857,TRUE,13/2/20 2:52,R_1dnP3XSJ91aa2qN,,,,,28.65040588,77.23721313,anonymous,EN,Chrome,79.0.3945.136,Android 9,360x720,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,8.71,0,0,0,32.153,0,21.556,21.556,49.08,1,0,0,10.986,0,0,0,25.3,0,0,0,52.168,0,0,0,103.393,0,0,0,31.261,0,0,0,7.557,0,0,0,87.918,0,0,0,37.2,0,0,0,8.078,0,0,0,13.436,0,0,0,7.866,0,0,0,20.213,0,0,0,29.554,0,0,0,65.223,0,0,0,16.636,0,0,0,17.188,0,0,0,19.363,0,0,0,11.032,0,No,No,No,,Yes,1166.477024,21129.04505,30570.87121,,,96887.0616,4667.210753,1418.40544,6669.348198,686.3301544,4278.6997,,,,,3238.615095,10477.57171,3602.999256,2566.158801,2455.950727,2010.76413,,,,,5861.877492,13961.80012,10045.46472,65959.65413,4228.366011,212.3525085,,,,,,2,9,14,,,36,9,3,5,3,9,,,,,7,12,3,4,4,2,,,,,5,6,13,26,5,1,,,,,384983,SNR,npm,,,FL_223,Practice3|Practice1|Practice2,FL_59,,,,,,,Smooth5|Smooth6|Smooth1|Smooth4|Smooth3|Smooth2,Normal3|Normal6|Normal5|Normal4|Normal1|Normal2,Rough5|Rough2|Rough6|Rough1|Rough4|Rough3,,,,,,,,,
13/2/20 2:39,13/2/20 2:53,IP Address,119.153.191.62,100,820,TRUE,13/2/20 2:53,R_1ghVnDmTFcXhSTJ,,,,,31.49090576,74.36810303,anonymous,EN,Chrome,80.0.3987.87,Android 10,412x732,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,11.848,0,0,0,32.415,0,0,0,13.325,0,0,0,37.231,0,0,0,16.763,0,0,0,7.22,0,0,0,12.734,0,0,0,26.312,0,0,0,6.555,0,0,0,26.538,0,0,0,33.769,0,0,0,12.021,0,0,0,19.057,0,0,0,10.391,0,0,0,63.161,0,0,0,50.301,0,0,0,26.413,0,0,0,25.72,0,0,0,23.324,0,0,0,50.135,0,0,0,73.957,0,No,Yes,No,,Yes,1938.99814,14730.00913,2751.259657,,,1119.123141,2464.634454,290.6688013,925.6310393,0,15065.26324,,,,,19479.52424,5078.37432,4130.183185,5736.308155,58639.05638,23269.3374,,,,,10931.13412,12366.84012,0,1004.993003,7095.386241,0,,,,,,3,7,3,,,6,16,3,9,0,30,,,,,16,4,3,6,10,26,,,,,11,5,0,1,5,0,,,,,8936743,NSR,npm,,,FL_226,Practice1|Practice2|Practice3,FL_59,,,,,,,,,,,,,,,,Normal2|Normal6|Normal5|Normal1|Normal3|Normal4,Smooth3|Smooth4|Smooth1|Smooth6|Smooth2|Smooth5,Rough6|Rough1|Rough5|Rough2|Rough3|Rough4
13/2/20 2:35,13/2/20 2:53,IP Address,172.58.36.5,100,1092,TRUE,13/2/20 2:53,R_wYTWhnckqWjzIL7,,,,,37.28210449,-121.8310013,anonymous,EN,Chrome,80.0.3987.87,Android 10,360x760,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,24.873,0,0,0,104.237,0,0,0,16.982,0,0,0,12.5,0,0,0,29.395,0,0,0,7.262,0,0,0,8.784,0,0,0,18.6,0,0,0,3.473,0,0,0,37.434,0,0,0,13.34,0,0,0,104.302,0,0,0,29.731,0,0,0,5.7,0,7.954,7.954,15.35,1,0,0,29.257,0,0,0,77.962,0,0,0,57.673,0,0,0,121.847,0,0,0,19.767,0,0,0,32.245,0,No,Yes,No,,Yes,46805.57875,178115.0456,50522.09214,,,58886.78478,17605.10058,108629.0821,35893.24806,11346.16831,11410.24653,,,,,118834.977,53053.21328,126403.3041,100806.9813,29338.48272,131403.2169,,,,,8706.511182,31435.26438,4545.241823,7882.055335,12193.08061,702.4614481,,,,,,11,26,6,,,22,11,23,9,3,9,,,,,11,24,18,9,4,14,,,,,4,9,2,3,6,1,,,,,6566521,NSR,pm,,,FL_226,Practice2|Practice1|Practice3,FL_72,,,,,,,,,,,,,,,,Normal3|Normal6|Normal5|Normal1|Normal4|Normal2,Smooth6|Smooth5|Smooth1|Smooth2|Smooth3|Smooth4,Rough2|Rough1|Rough4|Rough6|Rough3|Rough5
13/2/20 2:39,13/2/20 2:53,IP Address,172.58.29.178,100,878,TRUE,13/2/20 2:53,R_3erAYaFwGw9IjBV,,,,,34.25289917,-118.4179993,anonymous,EN,Chrome,80.0.3987.87,Android 10,485x969,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,5.497,0,0,0,23.101,0,2.126,2.126,10.128,1,0,0,23.288,0,0,0,33.679,0,0,0,96.155,0,0,0,12.212,0,0,0,16.426,0,0,0,3.569,0,0,0,37.184,0,0,0,104.227,0,0,0,11.037,0,0,0,18.065,0,0,0,64.34,0,0,0,22.072,0,0,0,14.011,0,0,0,29.267,0,0,0,13.696,0,0,0,111.368,0,0,0,21.046,0,0,0,30.348,0,No,No,No,,Yes,2332.627935,13522.92464,7975.844924,,,34231.24329,77028.5799,303.7646881,5988.820873,54007.06589,5506.60333,,,,,6779.19162,2448.907379,15890.21103,22328.08968,1072.941101,42068.87278,,,,,7502.625737,60940.13981,177176.3479,1654.924029,16670.11417,235.7587984,,,,,,2,10,4,,,16,56,1,3,34,5,,,,,10,3,7,20,2,9,,,,,8,19,48,3,10,1,,,,,5193981,RSN,pm,,,FL_222,Practice2|Practice1|Practice3,FL_72,,,,Rough1|Rough4|Rough6|Rough5|Rough2|Rough3,Smooth6|Smooth5|Smooth2|Smooth4|Smooth3|Smooth1,Normal2|Normal5|Normal6|Normal3|Normal4|Normal1,,,,,,,,,,,,
13/2/20 2:37,13/2/20 2:54,IP Address,157.46.83.197,100,982,TRUE,13/2/20 2:54,R_yEZQlHBGM5QaRq1,,,,,13.08599854,80.27508545,anonymous,EN,Chrome,80.0.3987.99,Android 8.1.0,360x640,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,18.385,0,0,0,46.179,0,0,0,32.469,0,0,0,8.28,0,0,0,15.502,0,0,0,5.69,0,0,0,37.8,0,0,0,22.083,0,0,0,6.504,0,0,0,41.4,0,26.749,30.288,55.845,3,0,0,6.467,0,0,0,22.001,0,0,0,9.958,0,0,0,75.383,0,0,0,16.455,0,112.003,112.003,137.695,1,0,0,12.817,0,0,0,18.635,0,0,0,48.159,0,0,0,8.869,0,No,Yes,No,,Yes,101145.9789,91609.21432,92532.63327,,,78204.8151,70773.03554,7631.725583,36219.78704,1753.37781,124155.1798,,,,,4333.897421,283028.8452,9251.046909,24118.94709,156587.6679,3280.860118,,,,,9918.374491,24157.89601,5727.411383,49050.51594,25559.31043,3864.632757,,,,,,10,27,22,,,25,39,3,12,4,43,,,,,11,74,7,12,25,5,,,,,4,9,2,17,9,2,,,,,1264534,NRS,pm,,,FL_221,Practice1|Practice3|Practice2,FL_72,Normal5|Normal1|Normal3|Normal6|Normal2|Normal4,Rough1|Rough4|Rough5|Rough6|Rough2|Rough3,Smooth5|Smooth4|Smooth6|Smooth2|Smooth1|Smooth3,,,,,,,,,,,,,,,
13/2/20 2:37,13/2/20 2:54,IP Address,98.143.0.24,100,1032,TRUE,13/2/20 2:54,R_Qg0m8DYUnky4wQp,,,,,35.38420105,-85.39250183,anonymous,EN,Safari iPhone,13.0.4,iPhone,414x896,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,4.755,4.755,43.768,1,0,0,27.673,0,23.539,23.539,29.364,1,0,0,65.693,0,0,0,12.664,0,0,0,2.355,0,0,0,111.402,0,41.205,41.205,58.547,1,0,0,6.86,0,0,0,65.16,0,29.357,119.778,124.026,2,0,0,4.869,0,0,0,10.192,0,0,0,11.483,0,0,0,27.695,0,0,0,34.754,0,0,0,13.232,0,35.477,35.477,92.29,1,0,0,15.033,0,0,0,59.032,0,49.941,49.941,56.308,1,No,Yes,No,,Yes,36765.54706,81866.10831,52726.52103,,,44916.45644,101191.646,4928.396239,9774.160141,1185.154684,12628.1993,,,,,66127.06271,10677.61586,162956.0488,36302.22341,66303.92735,119286.2787,,,,,147712.9783,24124.72506,71,99980.78183,90229.13448,0,,,,,,13,4,12,,,17,25,1,4,2,10,,,,,5,4,17,6,10,10,,,,,20,4,1,23,17,0,,,,,5438521,RSN,npm,,,FL_222,Practice2|Practice1|Practice3,FL_59,,,,Rough2|Rough1|Rough4|Rough5|Rough3|Rough6,Smooth4|Smooth3|Smooth2|Smooth5|Smooth6|Smooth1,Normal5|Normal1|Normal6|Normal2|Normal3|Normal4,,,,,,,,,,,,
13/2/20 2:38,13/2/20 2:55,IP Address,103.78.159.62,100,1014,TRUE,13/2/20 2:55,R_1OqwbyUpljwaiVd,,,,,8.179000854,77.43231201,anonymous,EN,Chrome,76.0.3809.111,Android 7.1.1,412x732,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,10.392,0,0,0,47.485,0,0,0,42.033,0,0,0,14.947,0,0,0,32.909,0,0,0,9.336,0,0,0,12.153,0,0,0,42.978,0,0,0,8.529,0,0,0,25.109,0,0,0,40.359,0,0,0,57.371,0,0,0,63.883,0,0,0,11.817,0,0,0,34.786,0,0,0,33.625,0,0,0,86.691,0,0,0,75.583,0,0,0,28.284,0,0,0,35.929,0,0,0,18.009,0,No,Yes,No,,Yes,8797.340305,77085.62633,10571.87205,,,3842.819907,21616.40733,33483.87245,49859.93001,1285.098959,19100.82251,,,,,10060.92092,97615.29915,42312.96034,4027.812298,88994.2796,2841.599837,,,,,4232.900874,8887.644327,871.9163623,951.787686,10503.00524,0,,,,,,2,15,4,,,4,9,12,15,2,6,,,,,4,14,9,4,6,2,,,,,3,7,1,1,10,0,,,,,4876917,SNR,npm,,,FL_223,Practice2|Practice3|Practice1,FL_59,,,,,,,Smooth3|Smooth5|Smooth6|Smooth2|Smooth4|Smooth1,Normal5|Normal2|Normal1|Normal3|Normal6|Normal4,Rough1|Rough2|Rough5|Rough6|Rough4|Rough3,,,,,,,,,
13/2/20 2:44,13/2/20 2:55,IP Address,174.128.225.114,100,636,TRUE,13/2/20 2:55,R_OdqslGQy81vcD1D,,,,,39.75010681,-104.995697,anonymous,EN,Chrome,80.0.3987.87,Android 9,463x1002,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,6.054,0,0,0,20.102,0,0,0,15,0,0,0,9.888,0,0,0,22.302,0,0,0,33.57,0,0,0,11.665,0,0,0,30.897,0,0,0,4.994,0,0,0,19.046,0,0,0,87.733,0,0,0,10.923,0,0,0,22.159,0,0,0,9.787,0,0,0,23.501,0,0,0,21.181,0,0,0,32.631,0,0,0,24.301,0,0,0,16.853,0,0,0,21.779,0,0,0,47.62,0,No,Yes,No,,Yes,0,8951.935438,49717.38518,,,2686.643974,85393.50786,0,2752.93689,0,9703.011925,,,,,7904.723724,7231.072478,2719.290169,10496.80675,4115.340976,15598.54411,,,,,5081.140901,8993.944391,42272.32577,0,12137.41886,0,,,,,,0,6,5,,,2,21,0,1,0,3,,,,,2,2,1,2,2,4,,,,,1,2,5,0,3,0,,,,,613827,RNS,pm,,,FL_224,Practice2|Practice3|Practice1,FL_72,,,,,,,,,,Rough2|Rough5|Rough3|Rough1|Rough4|Rough6,Normal2|Normal4|Normal5|Normal3|Normal6|Normal1,Smooth3|Smooth1|Smooth6|Smooth5|Smooth2|Smooth4,,,,,,
13/2/20 2:41,13/2/20 2:56,IP Address,42.111.152.167,100,886,TRUE,13/2/20 2:56,R_2f84imgHR4zUejk,,,,,13.08599854,80.27508545,anonymous,EN,Chrome,72.0.3626.121,Android 8.1.0,360x720,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,46.93,0,0,0,50.73,0,0,0,18.2,0,0,0,9.745,0,0,0,24.753,0,0,0,8.112,0,0,0,11.837,0,0,0,29.582,0,0,0,10.298,0,0,0,30.337,0,0,0,28.442,0,0,0,7.788,0,0,0,15.836,0,0,0,9.371,0,0,0,29.344,0,0,0,31.071,0,0,0,24.067,0,0,0,18.87,0,0,0,41.621,0,0,0,19.108,0,4.947,17.158,66.04,2,No,Yes,No,,Yes,79446.34788,68512.81269,7634.139317,,,16776.47395,10300.60051,5658.744602,5573.474441,2177.894801,16213.93861,,,,,15406.52157,3970.040749,4577.964657,10942.60184,2968.938683,16550.59839,,,,,6325.484955,8923.634472,1097.432671,1522.527065,24010.39212,3915.019322,,,,,,39,17,8,,,13,21,2,4,2,13,,,,,8,7,4,11,5,15,,,,,6,25,3,5,30,6,,,,,5344842,NRS,pm,,,FL_221,Practice3|Practice1|Practice2,FL_72,Normal1|Normal5|Normal6|Normal4|Normal2|Normal3,Rough2|Rough6|Rough5|Rough4|Rough3|Rough1,Smooth1|Smooth6|Smooth4|Smooth3|Smooth5|Smooth2,,,,,,,,,,,,,,,
13/2/20 2:36,13/2/20 2:56,IP Address,94.8.46.78,100,1185,TRUE,13/2/20 2:56,R_UKKpnqIYyZeoJ7b,,,,,53.36810303,-1.376205444,anonymous,EN,Chrome,80.0.3987.99,Android 9,468x831,No,"I have read and understood the information sheet and this consent form.,I have had the opportunity to ask questions about my participation.,I understand that I am under no obligation to take part in the study.,I understand that I have the right to withdraw from this study at any stage for any reason, and that I will not be required to explain my reasons for withdrawing. Following withdrawal from the study, all my information will be destroyed/deleted from the project records.,I understand that all the information I provide will be treated in strict confidence.",Yes,0,0,33.598,0,0,0,125.201,0,0,0,25.999,0,0,0,17.846,0,0,0,27.071,0,0,0,11.901,0,0,0,76.101,0,0,0,23.973,0,0,0,77.588,0,0,0,101.015,0,0,0,46.101,0,0,0,14.701,0,0,0,28.326,0,0,0,14.201,0,0,0,38.107,0,12.737,12.737,42.603,1,16.157,16.157,27.253,1,26.85,26.85,43.9,1,0,0,67.602,0,33.032,58.465,88.101,2,0,0,15.176,0,No,No,No,,Yes,17122.56045,67022.15189,1577.463148,,,46228.70143,4031.809844,3586.793536,15187.40148,659.3325458,25831.42274,,,,,72906.1961,1610.919465,4260.759784,52025.40769,42954.10727,2047.005842,,,,,1848.932332,4223.957939,483.0270081,73005.79362,5306.149326,59919.00043,,,,,,7,42,6,,,43,12,5,10,3,19,,,,,15,8,5,20,20,3,,,,,3,8,3,28,10,31,,,,,7895866,RNS,npm,,,FL_224,Practice1|Practice3|Practice2,FL_59,,,,,,,,,,Rough6|Rough5|Rough1|Rough2|Rough4|Rough3,Normal5|Normal3|Normal4|Normal1|Normal2|Normal6,Smooth6|Smooth4|Smooth1|Smooth2|Smooth3|Smooth5,,,,,,
